1	234	8539	140	109	117	3	5	0	0	1	1	3	0	48	0	0
1	338	5425	229	75	106	3	5	0	0	1	1	99	0	240	0	0
1	228	5305	61	49	191	1	0	0	0	0	0	0	0	0	0	0
1	63	1062	40	14	76	1	5	0	0	1	1	3	0	48	0	0
0	118	1665	78	28	62	10	5	0	0	1	1	3	0	48	0	0
0	243	1655	42	41	4	1	5	0	0	1	1	3	0	48	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	62	601	22	4	46	2	5	0	0	1	1	3	0	48	0	0
1	213	960	22	21	44	2	5	0	0	1	1	3	0	48	0	0
0	68	433	17	4	46	2	5	0	0	1	1	3	0	48	0	0
1	537	21739	200	2	0	0	0	0	0	0	0	0	0	0	0	0
0	102	471	28	4	52	2	5	0	0	1	1	3	0	48	0	0
0	34	311	16	4	52	2	5	0	0	1	1	3	0	48	0	0
1	214	939	35	27	0	0	5	0	0	1	1	3	0	48	0	0
1	312	1861	206	65	10	2	5	0	0	1	1	3	0	48	0	0
1	12	216	8	7	0	0	0	0	0	0	0	0	0	0	0	0
1	13	137	7	7	0	0	0	0	0	0	0	0	0	0	0	0
1	224	927	21	20	3	1	5	0	0	1	1	3	0	48	0	0
0	22	703	6	5	0	0	1	0	0	0	0	2	0	14	0	0
0	2	9	2	2	0	0	0	0	0	0	0	0	0	0	0	0
1	24	274	13	5	0	0	5	0	0	1	1	3	0	48	0	0
0	31	376	21	5	16	2	0	0	0	0	0	0	0	0	0	0
1	51	872	27	26	6	2	5	0	0	1	1	3	0	48	0	0
1	92	1175	40	29	14	1	5	0	0	1	1	3	0	48	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	135	931	34	21	72	5	5	0	0	1	1	3	0	48	0	0
1	46	933	58	20	11	1	6	0	0	1	1	3	0	50	0	0
0	9	200	7	7	0	0	1	0	0	0	0	0	0	2	1	1
0	15	95	27	13	0	0	0	0	0	0	0	0	0	0	0	0
0	4	40	4	4	0	0	0	0	0	0	0	0	0	0	0	0
1	42	1382	68	21	14	2	5	0	0	1	1	3	0	48	0	0
0	27	130	48	5	0	0	0	0	0	0	0	0	0	0	0	0
0	41	526	10	2	0	0	0	0	0	0	0	0	0	0	0	0
1	8	57	1	1	0	0	0	0	0	0	0	0	0	0	0	0
1	6	139	16	9	0	0	1	0	0	0	0	0	0	2	1	1
0	34	371	30	9	0	0	5	0	0	1	1	3	0	48	0	0
0	224	1051	24	13	24	3	5	0	0	1	1	3	0	48	0	0
1	429	1082	21	9	70	2	5	0	0	1	1	3	0	48	0	0
0	258	1101	30	19	12	3	5	0	0	1	1	3	0	48	0	0
0	332	943	29	19	15	4	5	0	0	1	1	3	0	48	0	0
0	469	1271	30	21	27	4	0	0	0	0	0	0	0	0	0	0
0	388	4043	52	34	84	1	42	0	0	1	1	8	0	132	0	0
1	62	929	32	19	23	4	5	0	0	1	1	3	0	48	0	0
1	1468	6008	16	10	41	5	5	0	0	1	1	3	0	48	0	0
0	0	0	4	1	72	2	0	0	0	0	0	0	0	0	0	0
0	59	137	94	2	0	0	0	0	0	0	0	0	0	0	0	0
0	34	91	72	2	0	0	0	0	0	0	0	0	0	0	0	0
0	198	222	251	2	0	0	0	0	0	0	0	0	0	0	0	0
0	25	291	6	3	6	2	5	0	0	1	1	3	0	48	0	0
0	4	68	4	4	0	0	0	0	0	0	0	0	0	0	0	0
0	62	1234	23	23	11	2	7	0	0	1	1	3	0	52	0	0
1	85	1331	27	23	1	1	7	0	0	1	1	3	0	52	0	0
1	15	244	28	8	0	0	2	2	1	1	1	12	0	210	0	0
0	66	815	23	20	38	3	5	0	0	1	1	3	0	48	0	0
0	143	711	44	25	0	0	5	0	0	1	1	3	0	48	0	0
0	23	234	10	1	33	2	0	0	0	0	0	0	0	0	0	0
0	57	854	21	6	14	2	0	0	0	0	0	0	0	0	0	0
0	285	1942	21	11	80	3	5	0	0	1	1	6	0	60	0	0
0	14	200	5	1	33	2	0	0	0	0	0	0	0	0	0	0
0	28	451	18	13	2	1	5	0	0	1	1	3	0	48	0	0
0	87	2019	64	39	19	1	5	0	0	1	1	3	0	48	0	0
0	107	2787	54	39	11	1	5	0	0	1	1	3	0	48	0	0
1	55	407	116	8	0	0	5	0	0	1	1	3	0	48	0	0
1	44	1491	47	33	0	0	6	0	0	1	1	3	0	50	0	0
1	59	1668	51	38	0	0	5	0	0	1	1	3	0	48	0	0
1	68	2060	57	46	0	0	6	0	0	1	1	3	0	50	0	0
0	33	207	15	4	1	1	5	0	0	1	1	3	0	48	0	0
0	3	83	1	1	0	0	0	0	0	0	0	1	0	9	30	1
1	151	1010	51	9	13	3	7	0	0	1	1	4	0	61	2	1
